Algorithms,meanWinnerRank,rateTrueWinners,rateWinner<NULL,val_Mean²Err
crowd-Mean,1.3683333333333334,0.75,0.0,18985.064453125
crowd-Median,1.3683333333333334,0.75,0.0,18967.033203125
"MyVoteSys <α=0.50, β=0.33, γ=0.80, MinVariance>",3.736666666666667,0.31833333333333336,0.05,
"MyVoteSys <α=0.50, β=____, γ=0.80, MinVariance>",3.736666666666667,0.31833333333333336,0.05,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, MinVariance>",3.755,0.32166666666666666,0.051666666666666666,
"MyVoteSys <α=0.66, β=____, γ=0.80, MinVariance>",3.755,0.32166666666666666,0.051666666666666666,
"MyVoteSys <α=0.80, β=____, γ=____, MinEntropy>",3.8066666666666666,0.3233333333333333,0.056666666666666664,
"MyVoteSys <α=0.80, β=0.33, γ=____, MinEntropy>",3.8066666666666666,0.3233333333333333,0.056666666666666664,
"MyVoteSys <α=0.66, β=____, γ=____, MinEntropy>",3.8916666666666666,0.2816666666666667,0.056666666666666664,
"MyVoteSys <α=0.66, β=____, γ=0.80, MinEntropy>",3.8916666666666666,0.2816666666666667,0.056666666666666664,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, MinEntropy>",3.8916666666666666,0.2816666666666667,0.056666666666666664,
"MyVoteSys <α=0.66, β=0.33, γ=____, MinEntropy>",3.8916666666666666,0.2816666666666667,0.056666666666666664,
"MyVoteSys <α=0.66, β=____, γ=____, First>",3.8933333333333335,0.28,0.056666666666666664,
"MyVoteSys <α=0.50, β=0.33, γ=0.66, Last>",3.8933333333333335,0.28,0.056666666666666664,
"MyVoteSys <α=0.66, β=0.33, γ=____, First>",3.8933333333333335,0.28,0.056666666666666664,
"MyVoteSys <α=0.50, β=____, γ=0.66, MaxEntropy>",3.8933333333333335,0.28,0.056666666666666664,
"MyVoteSys <α=0.50, β=____, γ=0.66, Last>",3.8933333333333335,0.28,0.056666666666666664,
"MyVoteSys <α=0.66, β=____, γ=0.80, First>",3.8933333333333335,0.28,0.056666666666666664,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, First>",3.8933333333333335,0.28,0.056666666666666664,
"MyVoteSys <α=0.50, β=0.33, γ=0.66, MaxEntropy>",3.8933333333333335,0.28,0.056666666666666664,
"MyVoteSys <α=0.80, β=0.33, γ=____, First>",3.895,0.31666666666666665,0.06166666666666667,
"MyVoteSys <α=0.50, β=0.33, γ=0.80, Last>",3.895,0.31666666666666665,0.06166666666666667,
"MyVoteSys <α=0.80, β=____, γ=____, First>",3.895,0.31666666666666665,0.06166666666666667,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, Last>",3.895,0.31666666666666665,0.06166666666666667,
"MyVoteSys <α=0.66, β=____, γ=0.80, Last>",3.895,0.31666666666666665,0.06166666666666667,
"MyVoteSys <α=0.50, β=____, γ=0.80, Last>",3.895,0.31666666666666665,0.06166666666666667,
"MyVoteSys <α=0.50, β=____, γ=0.66, MinVariance>",3.9183333333333334,0.27166666666666667,0.051666666666666666,
"MyVoteSys <α=0.50, β=0.33, γ=0.66, MinVariance>",3.9183333333333334,0.27166666666666667,0.051666666666666666,
"MyVoteSys <α=0.66, β=____, γ=0.80, MaxEntropy>",3.98,0.30333333333333334,0.06666666666666667,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, MaxEntropy>",3.98,0.30333333333333334,0.06666666666666667,
"MyVoteSys <α=0.50, β=____, γ=0.80, MaxEntropy>",3.98,0.30333333333333334,0.06666666666666667,
"MyVoteSys <α=0.50, β=0.33, γ=0.80, MaxEntropy>",3.98,0.30333333333333334,0.06666666666666667,
"MyVoteSys <α=0.50, β=____, γ=____, MinVariance>",4.06,0.305,0.07333333333333333,
"MyVoteSys <α=0.50, β=0.33, γ=____, MinVariance>",4.06,0.305,0.07333333333333333,
"MyVoteSys <α=0.66, β=0.33, γ=____, MinVariance>",4.078333333333333,0.30666666666666664,0.07666666666666666,
"MyVoteSys <α=0.66, β=____, γ=____, MinVariance>",4.078333333333333,0.30666666666666664,0.07666666666666666,
"MyVoteSys <α=0.80, β=0.33, γ=____, MinVariance>",4.1883333333333335,0.30333333333333334,0.07833333333333334,
"MyVoteSys <α=0.80, β=____, γ=____, MinVariance>",4.1883333333333335,0.30333333333333334,0.07833333333333334,
"MyVoteSys <α=0.66, β=____, γ=0.80, MaxVariance>",4.263333333333334,0.255,0.07666666666666666,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, MaxVariance>",4.263333333333334,0.255,0.07666666666666666,
"MyVoteSys <α=0.50, β=____, γ=0.80, MaxVariance>",5.7,0.12333333333333334,0.115,
"MyVoteSys <α=0.50, β=0.33, γ=0.80, MaxVariance>",5.7,0.12333333333333334,0.115,
"MyVoteSys <α=0.50, β=____, γ=0.66, MaxVariance>",5.735,0.12166666666666667,0.11666666666666667,
"MyVoteSys <α=0.50, β=0.33, γ=0.66, MaxVariance>",5.735,0.12166666666666667,0.11666666666666667,
"MyVoteSys <α=0.50, β=____, γ=0.80, First>",5.751666666666667,0.12166666666666667,0.11833333333333333,
"MyVoteSys <α=0.50, β=____, γ=0.80, MinEntropy>",5.751666666666667,0.12166666666666667,0.11833333333333333,
"MyVoteSys <α=0.50, β=____, γ=____, First>",5.751666666666667,0.12166666666666667,0.11833333333333333,
"MyVoteSys <α=0.50, β=____, γ=____, MinEntropy>",5.751666666666667,0.12166666666666667,0.11833333333333333,
"MyVoteSys <α=0.50, β=____, γ=0.66, First>",5.751666666666667,0.12166666666666667,0.11833333333333333,
"MyVoteSys <α=0.50, β=0.33, γ=____, MinEntropy>",5.751666666666667,0.12166666666666667,0.11833333333333333,
"MyVoteSys <α=0.50, β=0.33, γ=0.66, First>",5.751666666666667,0.12166666666666667,0.11833333333333333,
"MyVoteSys <α=0.50, β=____, γ=0.66, MinEntropy>",5.751666666666667,0.12166666666666667,0.11833333333333333,
"MyVoteSys <α=0.50, β=0.33, γ=____, First>",5.751666666666667,0.12166666666666667,0.11833333333333333,
"MyVoteSys <α=0.50, β=0.33, γ=0.80, MinEntropy>",5.751666666666667,0.12166666666666667,0.11833333333333333,
"MyVoteSys <α=0.50, β=0.33, γ=0.66, MinEntropy>",5.751666666666667,0.12166666666666667,0.11833333333333333,
"MyVoteSys <α=0.50, β=0.33, γ=0.80, First>",5.751666666666667,0.12166666666666667,0.11833333333333333,
"MyVoteSys <α=0.50, β=0.33, γ=____, MaxVariance>",5.911666666666667,0.11666666666666667,0.12,
"MyVoteSys <α=0.50, β=____, γ=____, MaxVariance>",5.911666666666667,0.11666666666666667,0.12,
"MyVoteSys <α=0.66, β=0.33, γ=____, MaxVariance>",6.225,0.135,0.15833333333333333,
"MyVoteSys <α=0.66, β=____, γ=____, MaxVariance>",6.225,0.135,0.15833333333333333,
"MyVoteSys <α=0.80, β=0.33, γ=____, MaxVariance>",6.245,0.135,0.16166666666666665,
"MyVoteSys <α=0.80, β=____, γ=____, MaxVariance>",6.245,0.135,0.16166666666666665,
"MyVoteSys <α=0.66, β=____, γ=____, Last>",6.266666666666667,0.135,0.16166666666666665,
"MyVoteSys <α=0.80, β=0.33, γ=____, Last>",6.266666666666667,0.135,0.16166666666666665,
"MyVoteSys <α=0.80, β=0.33, γ=____, MaxEntropy>",6.266666666666667,0.135,0.16166666666666665,
"MyVoteSys <α=0.66, β=0.33, γ=____, Last>",6.266666666666667,0.135,0.16166666666666665,
"MyVoteSys <α=0.50, β=____, γ=____, Last>",6.266666666666667,0.135,0.16166666666666665,
"MyVoteSys <α=0.66, β=0.33, γ=____, MaxEntropy>",6.266666666666667,0.135,0.16166666666666665,
"MyVoteSys <α=0.50, β=0.33, γ=____, MaxEntropy>",6.266666666666667,0.135,0.16166666666666665,
"MyVoteSys <α=0.50, β=____, γ=____, MaxEntropy>",6.266666666666667,0.135,0.16166666666666665,
"MyVoteSys <α=0.50, β=0.33, γ=____, Last>",6.266666666666667,0.135,0.16166666666666665,
"MyVoteSys <α=0.80, β=____, γ=____, Last>",6.266666666666667,0.135,0.16166666666666665,
"MyVoteSys <α=0.66, β=____, γ=____, MaxEntropy>",6.266666666666667,0.135,0.16166666666666665,
"MyVoteSys <α=0.80, β=____, γ=____, MaxEntropy>",6.266666666666667,0.135,0.16166666666666665,
bestVoter (Dictatorship),7.54,0.07833333333333334,0.24166666666666667,17273.228515625
InstantRunoffVoting,9.625,0.07666666666666666,0.4266666666666667,
PreferentialBlockVoting,9.636666666666667,0.075,0.4266666666666667,
SingleTransferableVote,9.653333333333334,0.07333333333333333,0.42833333333333334,
FirstPastThePost (but without tactical voting),10.376666666666667,0.05,0.475,
