Algorithms,meanWinnerRank,rateTrueWinners,rateWinner<NULL,val_Mean²Err
crowd-Mean,1.464,0.696,0.0,18604.78515625
crowd-Median,1.464,0.696,0.0,18604.03125
"MyVoteSys <α=0.66, β=0.33, γ=____, MinEntropy>",2.534,0.442,0.024,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, MinEntropy>",2.534,0.442,0.024,
"MyVoteSys <α=0.66, β=____, γ=0.80, MinEntropy>",2.534,0.442,0.024,
"MyVoteSys <α=0.66, β=____, γ=____, MinEntropy>",2.534,0.442,0.024,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, First>",2.548,0.444,0.026,
"MyVoteSys <α=0.50, β=0.33, γ=0.66, Last>",2.548,0.444,0.026,
"MyVoteSys <α=0.50, β=____, γ=0.66, Last>",2.548,0.444,0.026,
"MyVoteSys <α=0.66, β=____, γ=0.80, First>",2.548,0.444,0.026,
"MyVoteSys <α=0.66, β=0.33, γ=____, First>",2.548,0.444,0.026,
"MyVoteSys <α=0.66, β=____, γ=____, First>",2.548,0.444,0.026,
"MyVoteSys <α=0.50, β=____, γ=0.66, MaxEntropy>",2.564,0.438,0.026,
"MyVoteSys <α=0.50, β=0.33, γ=0.66, MaxEntropy>",2.564,0.438,0.026,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, MinVariance>",2.604,0.446,0.026,
"MyVoteSys <α=0.50, β=____, γ=0.66, MinVariance>",2.632,0.426,0.028,
"MyVoteSys <α=0.50, β=0.33, γ=0.66, MinVariance>",2.632,0.426,0.028,
"MyVoteSys <α=0.66, β=____, γ=0.80, MinVariance>",2.65,0.444,0.032,
"MyVoteSys <α=0.50, β=0.33, γ=0.80, MinVariance>",2.664,0.43,0.028,
"MyVoteSys <α=0.50, β=____, γ=0.80, MinVariance>",2.684,0.428,0.028,
"MyVoteSys <α=0.66, β=0.33, γ=____, MinVariance>",2.698,0.436,0.024,
"MyVoteSys <α=0.50, β=0.33, γ=____, MinVariance>",2.752,0.422,0.026,
"MyVoteSys <α=0.50, β=____, γ=____, MinVariance>",2.856,0.414,0.03,
"MyVoteSys <α=0.50, β=0.33, γ=0.80, MaxEntropy>",2.858,0.436,0.038,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, MaxEntropy>",2.858,0.436,0.038,
"MyVoteSys <α=0.66, β=____, γ=____, MinVariance>",2.864,0.428,0.036,
"MyVoteSys <α=0.50, β=0.33, γ=0.80, Last>",2.878,0.438,0.038,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, Last>",2.878,0.438,0.038,
"MyVoteSys <α=0.66, β=0.33, γ=0.80, MaxVariance>",2.888,0.41,0.04,
"MyVoteSys <α=0.66, β=____, γ=0.80, MaxVariance>",2.948,0.414,0.044,
"MyVoteSys <α=0.66, β=0.33, γ=____, MaxVariance>",2.976,0.412,0.04,
"MyVoteSys <α=0.66, β=____, γ=0.80, Last>",3.032,0.436,0.05,
"MyVoteSys <α=0.80, β=____, γ=____, First>",3.032,0.436,0.05,
"MyVoteSys <α=0.50, β=____, γ=0.80, Last>",3.032,0.436,0.05,
"MyVoteSys <α=0.50, β=____, γ=0.80, MaxEntropy>",3.032,0.434,0.05,
"MyVoteSys <α=0.66, β=____, γ=0.80, MaxEntropy>",3.032,0.434,0.05,
"MyVoteSys <α=0.80, β=____, γ=____, MinEntropy>",3.048,0.434,0.048,
"MyVoteSys <α=0.50, β=0.33, γ=____, MaxEntropy>",3.084,0.42,0.036,
"MyVoteSys <α=0.66, β=0.33, γ=____, MaxEntropy>",3.084,0.42,0.036,
"MyVoteSys <α=0.50, β=____, γ=0.66, MaxVariance>",3.096,0.352,0.022,
"MyVoteSys <α=0.50, β=0.33, γ=0.66, MaxVariance>",3.096,0.352,0.022,
"MyVoteSys <α=0.50, β=0.33, γ=____, Last>",3.102,0.42,0.036,
"MyVoteSys <α=0.66, β=0.33, γ=____, Last>",3.102,0.42,0.036,
"MyVoteSys <α=0.50, β=____, γ=0.66, MinEntropy>",3.12,0.362,0.02,
"MyVoteSys <α=0.50, β=____, γ=0.80, First>",3.12,0.362,0.02,
"MyVoteSys <α=0.50, β=0.33, γ=____, First>",3.12,0.362,0.02,
"MyVoteSys <α=0.50, β=____, γ=0.80, MinEntropy>",3.12,0.362,0.02,
"MyVoteSys <α=0.50, β=0.33, γ=0.80, First>",3.12,0.362,0.02,
"MyVoteSys <α=0.50, β=0.33, γ=____, MinEntropy>",3.12,0.362,0.02,
"MyVoteSys <α=0.50, β=____, γ=0.66, First>",3.12,0.362,0.02,
"MyVoteSys <α=0.50, β=____, γ=____, First>",3.12,0.362,0.02,
"MyVoteSys <α=0.50, β=0.33, γ=0.66, First>",3.12,0.362,0.02,
"MyVoteSys <α=0.50, β=0.33, γ=0.80, MinEntropy>",3.12,0.362,0.02,
"MyVoteSys <α=0.50, β=____, γ=____, MinEntropy>",3.12,0.362,0.02,
"MyVoteSys <α=0.50, β=0.33, γ=0.66, MinEntropy>",3.12,0.362,0.02,
"MyVoteSys <α=0.50, β=0.33, γ=____, MaxVariance>",3.17,0.35,0.026,
"MyVoteSys <α=0.50, β=0.33, γ=0.80, MaxVariance>",3.24,0.34,0.028,
"MyVoteSys <α=0.50, β=____, γ=0.80, MaxVariance>",3.29,0.34,0.03,
"MyVoteSys <α=0.80, β=____, γ=____, MinVariance>",3.446,0.41,0.068,
"MyVoteSys <α=0.80, β=0.33, γ=____, First>",3.812,0.396,0.022,
"MyVoteSys <α=0.80, β=0.33, γ=____, MinEntropy>",3.82,0.394,0.022,
"MyVoteSys <α=0.80, β=0.33, γ=____, MinVariance>",3.9,0.394,0.02,
"MyVoteSys <α=0.80, β=0.33, γ=____, MaxVariance>",3.96,0.384,0.022,
"MyVoteSys <α=0.80, β=0.33, γ=____, Last>",4.036,0.378,0.02,
"MyVoteSys <α=0.80, β=0.33, γ=____, MaxEntropy>",4.036,0.378,0.02,
PreferentialBlockVoting,6.244,0.204,0.218,
InstantRunoffVoting,6.254,0.202,0.218,
SingleTransferableVote,6.254,0.202,0.218,
"MyVoteSys <α=0.50, β=____, γ=____, MaxVariance>",8.026,0.096,0.322,
"MyVoteSys <α=0.66, β=____, γ=____, MaxVariance>",8.06,0.096,0.324,
"MyVoteSys <α=0.80, β=____, γ=____, MaxVariance>",8.116,0.094,0.328,
"MyVoteSys <α=0.66, β=____, γ=____, Last>",8.218,0.082,0.334,
"MyVoteSys <α=0.80, β=____, γ=____, MaxEntropy>",8.218,0.082,0.334,
"MyVoteSys <α=0.80, β=____, γ=____, Last>",8.218,0.082,0.334,
"MyVoteSys <α=0.50, β=____, γ=____, Last>",8.218,0.082,0.334,
"MyVoteSys <α=0.66, β=____, γ=____, MaxEntropy>",8.218,0.082,0.334,
"MyVoteSys <α=0.50, β=____, γ=____, MaxEntropy>",8.218,0.082,0.334,
FirstPastThePost (but without tactical voting),8.236,0.12,0.354,
bestVoter (Dictatorship),8.334,0.108,0.352,16874.865234375
